reaction_id	kegg_orthologs	kegg_ec
R07559	K02294,K15746,K15747,K22492,K23037	1.14.13.-,1.14.15.24,1.14.-.-
R07873	K21383	2.3.1.215
R08176	K01068,K17360	3.1.2.2
R09736	K03183	2.1.1.163
R04864	K05939	2.3.1.40
R00380		2.1.1.37
R09580	K12153	1.14.14.40
R04703	K22089	1.3.3.8,1.5.3.12
R09818		1.14.13.135
R00829	K00632,K02615,K07823	2.3.1.16,2.3.1.174
R04360	K06123	1.1.1.101
R08207	K21714	1.14.14.141
R05351		1.1.1.-
R04285	K00011,K00079	1.1.1.21,1.1.1.184,1.1.1.220
R01874	K05396	4.4.1.15
R03380	K11703,K13646	2.4.1.50
R06245		5.1.3.11
R06015	K00753	2.4.1.214
R10108		
R03448	K01471	3.5.2.12
R09117	K14046	4.2.3.35
R00747	K05306	3.11.1.1
R06455	K16009	
R07013	K01253	3.3.2.9
R01308		
R12239	K23078	2.1.1.350
R11361	K16046	1.14.15.28
R02391	K00214,K05901	1.3.1.24
R06410		6.2.1.-
R05495		1.17.-.-
R06591	K16019	
R05622	K05549,K05550,K05784	1.14.12.10
R08146	K00128	1.2.1.3
R01817		1.1.1.224
R05415	K15754,K15755	1.13.11.-
R02367	K11155,K11156	2.3.1.76
R08138	K10721	1.14.-.-
R08057	K02488,K13069	2.7.7.65
R01094	K00035,K22215	1.1.1.48
R04541	K00399,K00401,K00402	2.8.4.1
R05842	K08726	3.3.2.10
R05888		
R11289	K20589	2.4.2.-
R10508	K17841	5.5.1.19
R09482		4.1.1.87
R04208	K01933,K11787,K11788	6.3.3.1
R06759	K12708	1.13.12.23
R08356	K04283	1.8.1.12
R00039		2.4.1.166
R10189		1.1.1.337,1.1.1.375
R05080		
R02394	K08100	1.3.3.5
R07719	K13264	2.3.1.115
R10757	K02548	2.5.1.74
R04502		2.4.1.142
R10600	K18288	2.8.3.-
R03506		
R01512	K00927	2.7.2.3
R10292	K17193	2.4.2.51
R06876		1.97.1.-
R03647	K09759	6.1.1.23
R06284	K04040	2.5.1.62
R01375		2.6.1.64
R03997	K10676	1.14.13.20
R05537		
R11075		4.2.1.156
R03126	K05278	1.14.20.6
R03657	K01869	6.1.1.4
R10921		1.14.14.126
R04894	K00274	1.4.3.4
R05650	K11945	1.13.11.-
R07911	K12338	2.4.1.298
R01905		4.1.1.34
R02850		2.7.1.1
R00861	K11180,K11181	1.8.99.5
R12594	K08074	2.7.1.147
R08853	K12645	1.14.15.39
R01585		6.3.4.12
R12254		
R03553		2.8.2.21
R12237	K23122	1.5.1.52
R06040		2.4.1.8
R01081		5.3.1.20
R05547		
R11121	K20077,K20078	1.13.12.-
R03430	K01106,K24221,K24222	3.1.3.56
R04495		2.4.1.38
R11849		4.2.3.184
R08871	K03823	2.3.1.183
R02953		4.4.1.13
R06434	K13319	
R02379	K13066	2.1.1.68
R05724		1.14.12.17
R08683		2.6.1.-
R02946	K00004,K03366	1.1.1.4
R12507	K08969,K23977	2.6.1.117
R12883		
R05901	K07970	2.4.1.146
R03820	K12693	3.2.1.105
R00651	K01740	2.5.1.49
R10290	K17193	2.4.2.51
R09262	K12420	1.1.1.-
R11621	K18704	2.7.8.14
R12317		1.14.15.36
R09133		1.3.1.-
R08997	K25522	1.14.14.66
R02833	K01233	3.2.1.132
R07875		2.4.1.-
R06355		1.14.13.-
R04178	K00231	1.3.3.15
R00264	K00128,K13877,K19588	1.2.1.3,1.2.1.26
R11561	K21287	3.5.1.123
R10885		
R07390	K06131	2.7.8.-
R06561	K13260	1.14.14.90
R02259		1.1.1.55
R12037	K22710	2.4.1.70
R11715		2.4.3.2
R06945	K00496	1.14.13.-,1.14.15.3
R06871	K06124	3.1.3.75
R09685		4.2.3.41
R07301		3.5.1.85
R04076	K02812,K02813,K02814,K02815	2.7.1.206
R04607		2.4.1.135
R01283	K17217	4.4.1.2
R01984		
R12126		
R10533	K17982	4.2.3.144
R10743		
R07389	K00994,K13644	2.7.8.2
R01806		2.3.1.44
R12799		4.1.2.63
R12355	K23485	1.14.19.-
R02280	K21062	3.5.4.22
R12510		1.14.11.70
R12214	K09251	2.6.1.82
R02571	K00658	2.3.1.61
R10983		3.1.1.59
R00373		2.6.1.35
R12912	K25563	1.14.13.249
R07448	K12637,K12638	1.14.-.-
R11878		1.8.3.7
R11052		1.13.11.82
R08807	K17211	2.3.1.219
R00361	K00116	1.1.5.4
R10219	K00193,K00194,K00197	
R00224		4.1.1.1
R07576		
R05239	K08690	1.3.1.56
R11169	K11200	2.7.1.195
R07195		1.14.14.135
R02141		3.5.2.-
R12073		1.14.15.27
R09777	K05829	1.2.1.103
R00919	K14469,K15020,K19745	1.3.1.84,1.3.1.-
R12545		1.14.99.46
R00254		3.5.1.87
R00864		
R05175		5.1.1.16
R03184	K00103	1.1.3.8
R11552		
R10097		
R12945		2.5.1.154
R02780	K02777,K02819	2.7.1.201
R03996		2.4.1.183
R12087	K22838,K22839,K22840	2.3.1.272
R11464	K21326	
R04969	K00208,K00209,K02371,K11533	1.3.1.9,2.3.1.-
R11244	K20425	
R04382	K01730	4.2.2.6
R08032	K05280	1.14.14.82
R10997	K00166,K00167,K11381	1.2.4.4
R05463	K14253	1.14.13.232
R11259		3.9.1.3
R04702		1.14.14.100
R02767	K00059,K11539	1.1.1.100,1.1.1.-
R08403		4.3.2.4
R00590	K01752,K17989	4.3.1.17
R01148	K00824	2.6.1.21
R02766		1.1.1.212
R12193	K02517	2.3.1.-
R05620	K04116	6.2.1.-
R10392	K16792,K16793	4.2.1.114
R03547		2.4.1.171
R02237	K01930,K11754,K20457,K22099,K24102	6.3.2.12,6.3.2.17
R04241	K01930,K11754,K22099	6.3.2.17
R02132		1.1.3.23
R03952		2.6.1.26
R00070		
R02047		1.1.1.31
R08996	K21588	2.5.1.139
R10199		2.1.1.263
R12913		4.8.1.1
R10825	K10203,K10205,K10244,K10245,K10246,K10247,K10248,K10249,K10250,K15397	2.3.1.199
R07510	K02293	1.14.99.-
R04770	K01758,K01761	4.4.1.1,4.4.1.11
R06326	K05282	1.14.11.12
R02992	K18610	3.1.1.27
R04386	K01962,K01963,K11262,K15036,K18472	2.1.3.15
R09123	K14047	4.2.3.43
R07533	K09846	2.1.1.210
R07468		
R01611		4.2.1.27
R09991	K10106	4.1.1.90
R00317	K01512	3.6.1.7
R11852		4.2.3.187
R10311	K17652	1.1.1.352
R09037	K13511,K13513	2.3.1.-
R10151	K17222,K17223,K17224,K17225,K17226,K17227,K22622	
R10820	K20034	6.2.1.44
R04024		2.3.1.118
R01758	K00011,K25881	1.1.1.21,1.1.1.-
R07519	K09844	4.2.1.131
R01481	K00002	1.1.1.2,1.1.1.19
R07078		
R04327		1.17.3.4
R08697	K15793	3.1.7.6
R12004		5.5.1.31
R09569	K19889	2.1.1.164
R06013		2.4.1.150
R03975	K01442	3.5.1.24
R01965		2.7.1.1
R07162	K07512	1.3.1.38
R10933	K05831	3.5.1.132
R06569	K09753	1.2.1.44
R06329	K20666	
R10905	K01197	3.2.1.35
R00974	K01485,K03365	3.5.4.1
R01856	K01129	3.1.5.1
R01830	K00615	2.2.1.1
R07426	K13227	2.4.1.202
R07734		1.4.-.-
R13029	K21833,K21834,K25960,K25961	1.5.7.3
R09451	K15398,K20495	1.14.14.80,1.14.-.-
R08454		
R04835	K00037	1.1.1.50
R10312	K20574	1.14.11.37
R02942		3.1.1.55
R06031	K00718	2.4.1.69
R06427	K13311,K13326	2.1.1.234
R06352		1.14.13.-
R00159	K01510,K14641,K14642	3.6.1.5,3.6.1.39
R10738	K18564	2.1.1.-
R11124		2.3.1.236
R03583		1.1.1.112
R11233	K20432	4.2.1.-
R13160	K26490	2.4.2.-
R09487	K10187	4.1.99.16
R11477		1.14.19.48
R02735	K01778	5.1.1.7
R02821	K00544	2.1.1.5
R05695		1.1.3.39
R10861		1.2.1.92
R05872		
R09401	K14940	6.3.2.32
R05789	K05979	3.1.3.71
R03512		1.17.4.5
R05999		3.2.1.18
R00416	K00972,K04042,K11528	2.7.7.23
R10729		1.14.16.7
R00461	K01843	5.4.3.2
R10740	K18565	1.14.20.-
R06808	K13269	2.4.1.234
R06487	K14375	2.4.1.-
R03732		1.5.1.28
R05496	K00531,K02586,K02588,K02591	1.18.6.1
R05148	K18074,K18075,K18077	1.14.12.15
R08103		1.14.12.-
R05180	K05934,K13540,K13541	2.1.1.131
R01462	K01052,K12298,K14674	3.1.1.13
R08471		
R12693		2.6.1.63
R11585	K21607	1.1.1.404
R11452	K13330	2.1.1.324
R02173	K00274,K11182	1.4.3.4,1.4.3.22
R08230	K00758	2.4.2.4
R10063		2.4.1.249
R02177	K15094	1.1.1.207
R07633	K16845,K16846	4.4.1.24
R01021	K00866,K14156,K25657	2.7.1.32
R00543		3.7.1.5
R11260	K00701	2.4.1.19
R07264		2.4.1.230
R01014		4.1.2.2
R10061	K18897,K24071	2.1.1.157
R04681	K00044,K10251,K13368,K13369,K13370,K13373	1.1.1.62
R00273		1.2.3.4
R06926		1.14.13.-
R08809	K17211	2.3.1.219
R09470	K13356	1.2.1.84
R00507		3.6.2.2
R02924	K00824	2.6.1.21
R10409		
R06575	K13066	2.1.1.68
R06028	K00698	2.4.1.16
R09572		1.14.11.28
R03022		1.1.1.99
R04336		
R01648	K00823,K07250,K13524,K14268	2.6.1.19
R09472	K15359,K18276	1.14.13.163
R07903		2.4.1.-
R12352	K01957	6.3.5.-
R00100	K00326	1.6.2.2
R03097		1.13.11.-
R08065		
R06802		2.4.1.-
R01939	K00825,K00838,K05825,K26062	2.6.1.39
R03472	K03147	4.1.99.17
R02396	K00624	2.3.1.7
R03386	K18071	1.14.13.242
R02266	K01830,K04097	5.3.99.2
R11891	K13800	2.7.4.14
R09676	K09667,K18134	2.4.1.255
R00907	K00822	2.6.1.18
R12315		1.14.11.63
R05915	K09662	2.4.1.148
R03532		1.11.1.7,1.11.1.21
R07004	K00799,K04097,K13299,K23790	2.5.1.18
R11733	K00495	1.14.14.44,1.14.14.77
R02642		1.3.99.6
R07216		
R08844		2.7.1.-
R09071	K18010	1.17.7.2
R12938		2.6.1.123
R04292	K03517	2.5.1.72
R05453	K10701	6.4.1.8
R04206		4.2.1.11
R10687	K14592	3.4.17.21
R13147	K22575	
R06504	K15999	
R10619	K01785	5.1.3.3
R06539	K05278	1.14.20.6
R01111		1.8.4.3
R03129		2.4.1.33
R13022		1.4.1.28
R03904		2.6.99.1
R01734		
R03156		1.1.99.27
R12963	K12373	3.2.1.52
R02307	K14180	4.2.3.9
R04719		
R04944	K01739	2.5.1.48
R04552		1.1.1.197
R01218	K00295,K13403	1.5.1.15
R07885	K12932	2.3.1.-
R07361		1.10.5.1
R09113		1.14.13.-
R10104		1.2.1.84
R06814		2.4.2.35
R01270		3.2.2.14
R07571	K09836	1.14.99.64
R06341	K12917	
R01241		3.1.1.2
R06063		
R12440	K21294	1.-.-.-
R01533		3.1.8.2
R07836	K10215	1.14.13.-
R09147		1.14.-.-
R09741		1.11.2.4
R12092	K22847	2.8.5.1
R05296		3.7.1.9
R01703		1.11.1.3
R10930	K05828	2.7.2.19
R00441		2.7.7.6,2.7.7.48
R02689	K03429,K19003,K19004	2.4.1.315,2.4.1.336
R12744		2.4.1.382
R01773	K00003,K12524,K12525	1.1.1.3
R10803		1.8.98.3
R07368		1.14.20.6
R03423		3.1.4.16
R11939	K22426	2.4.1.350
R11489	K20262	1.10.3.16
R09145		
R02566	K00130,K14085	1.2.1.8
R12033		1.14.19.59
R00463		3.5.2.11
R11194	K05797,K20200	1.17.9.1
R12474		3.1.1.107
R06103		3.2.1.28
R04542		3.1.3.47
R05831		1.1.1.15
R02040		3.5.1.55
R10763	K18686	4.2.3.146
R05717	K05907	1.8.4.9
R02289	K15023,K25221,K25915	2.1.1.258,2.1.1.378,2.1.1.385
R10152	K17218	1.8.5.4
R05723	K05277	1.14.20.4
R08460		
R09868		1.14.14.182
R03392	K00523,K12452	1.17.1.1
R06556	K01859	5.5.1.6
R09066		
R06744		
R05083		2.4.1.-
R13019		1.14.14.183
R07703	K16269	1.3.1.19
R03609		2.3.2.9
R05832	K23276	1.14.14.85
R04849	K00070	1.1.1.145,5.3.3.1
R11338		1.1.1.400
R09430		
R00807		1.1.99.13
R04435	K01654,K05304	2.5.1.56,2.5.1.57
R10623	K09834	5.5.1.24
R11544	K21065	3.2.1.197
R07706	K14578,K14579,K14580,K14581	1.14.12.23
R05462	K14252	1.14.13.233
R11509	K13601	2.1.1.332
R03515		3.1.3.52
R11110	K10226	1.14.19.3
R09301	K10967	2.4.1.-
R11411		4.4.1.34
R00082		1.7.2.1,7.1.1.9
R01843		2.7.1.11
R01255	K01777	5.1.1.4
R09142		
R11527	K14395,K19283,K23736,K23737	3.1.3.2,3.1.3.106
R12470		2.4.1.369
R02941	K00152	1.2.1.65,1.2.1.-
R03283	K00128,K00149,K14085	1.2.1.3,1.2.1.47
R06904	K15569,K15570	2.8.3.-
R03182	K01935,K19562	6.3.3.3
R13144		
R04758	K15680	1.1.1.146
R12537		3.1.1.111
R05556	K11778,K19177	2.5.1.87
R07742		
R04762	K00545	2.1.1.6
R01092	K00849	2.7.1.6
R11523		3.13.1.6
R02565	K00130,K14085	1.2.1.8
R09890	K18109	4.2.3.90
R02663		
R07660	K10011	2.1.2.13
R13090	K26210	3.1.3.109
R00069		1.14.13.-,1.17.3.2
R06729		3.1.1.-
R00271	K01655,K02594,K10977	2.3.3.14
R04384	K04480	2.1.1.90
R03789	K00777	2.4.2.64
R12714		1.14.14.177
R02006		4.2.3.11
R10114		1.1.1.334
R02699		6.2.1.-
R06157		3.2.1.123
R12891		
R09395	K03635,K21142	2.8.1.12
R02877		1.1.3.38
R09916	K16205	5.4.99.56
R06014		2.4.1.138
R06916		1.14.13.-
R01975	K00022,K01782,K01825,K07514,K07516,K10527,K15016	1.1.1.35
R07329		1.14.11.9
R09837	K15866	5.3.3.18
R10603		1.5.7.2
R10257		2.4.2.50
R05466	K12675	1.14.11.21
R08518	K00512	1.14.14.32
R06937	K14578,K14579,K14580,K14581	1.14.12.12
R08667	K11819	4.4.1.-
R12477		3.2.1.209
R12700		
R04635	K03373,K03374	2.4.3.7
R08542	K14185	4.2.3.58
R10122	K00208	1.3.1.10
R06403		1.2.-.-
R09363		1.14.11.41
R04286	K01737,K22101	4.2.3.12
R05873		
R07074		
R04716		2.1.1.122
R12812	K03367,K03739,K03740,K14188	6.1.1.13
R10970	K18478	2.7.1.184
R02998		2.3.1.98
R12598	K24109	6.3.2.-
R07659	K07806	2.6.1.87
R03071	K02567	1.9.6.1
R11670	K21786	2.1.1.-
R07335		2.4.1.225
R07052	K07412,K07413,K07418,K17709	1.14.14.1,1.14.14.-
R04620	K01077,K01113	3.1.3.1
R11454		1.14.14.33
R02381		3.1.1.49
R04697	K13392	1.1.1.248
R11302	K20598	
R07998	K13082	1.1.1.219
R07772	K02189,K13541	3.7.1.12
R12459		1.14.11.66,1.14.11.68,1.14.11.69
R04970	K00208,K00665,K00668,K07512,K10780	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-,2.3.1.85,2.3.1.86
R01844	K11214	2.7.1.14
R10390	K17993,K17994,K17995,K17996	1.12.98.4
R07095		
R07110	K08726	3.3.2.10
R11722	K22131	5.3.1.35
R07455	K09590,K12640	1.14.14.179
R11759		
R05359	K10222	3.7.1.8
R05649	K11947	1.2.1.-
R03367	K03186,K20039	4.1.1.102
R11825		4.2.3.160
R04186		1.1.1.111
R00742	K01946,K01961,K01962,K01963,K01964,K02160,K11262,K11263,K15036,K15037,K18472,K18603,K18604,K18605,K19312,K22568	6.4.1.2
R04010		5.99.1.1
R11907		
R05812	K05895	1.3.1.106
R09971		4.2.3.116
R02405		6.2.1.4
R09184		1.13.11.-
R07809	K12373	3.2.1.52
R08963	K00037	1.1.1.50
R10283		4.1.3.16,4.1.3.42
R09432		
R09654	K02293	1.3.5.5
R07125	K03078	4.1.1.85
R04609		3.3.2.7
R03518		3.1.6.10
R06489	K14375	2.4.1.-
R12810	K25599	
R07805		3.2.1.103
R11897	K22363	4.4.1.23
R00191	K01120,K03651,K13293,K13294,K13296,K13298,K13755,K18283,K18436,K18437,K18438,K19021	3.1.4.17,3.1.4.53
R09589		6.2.1.37
R07627		3.3.2.9
R08198		1.1.1.95
R13044	K18684	4.2.1.152
R01494	K01441,K12348,K12349	3.5.1.23
R11712	K00491	1.14.14.47
R00572		2.7.1.40
R02762	K10217	1.2.1.85
R08969	K04714	2.7.8.27
R07666		1.2.1.7
R12324		1.14.15.37
R06635	K05551,K05552,K05553	2.3.1.-
R12125		3.1.3.-
R03120		2.6.1.57
R11060	K10224	1.14.19.44
R10819	K03534	5.1.3.32
R10552		4.1.3.44
R09050		
R05498		1.97.1.-
R10155	K18091	1.14.13.171
R08918		1.1.1.296
R05256	K00462	1.13.11.-
R12895	K03186,K25518	4.1.1.-
R03311		
R02436		3.2.1.40
R07980	K21673,K21674,K21675	1.17.5.2
R11925	K21059	6.2.1.51
R07669	K01563	3.8.1.5
R11941	K22424	2.7.3.13
R12142		
R11554	K21284	2.7.7.97
R11359	K16046	1.14.15.28
R04947		1.14.13.-
R11360	K16046	1.14.15.28
R04486	K01442	3.5.1.24
R09732	K13659	2.4.1.264
R11399	K00728	2.4.1.109
R00636		4.1.1.1
R00612		1.5.3.4
R08902	K20565	1.1.3.44
R00026	K01188,K05349,K05350	3.2.1.21
R01834	K16051	1.3.99.5
R02038	K00967	2.7.7.14
R06991		
R01850		2.3.1.10
R12900	K19005	2.7.8.20
R12338	K23395	2.4.1.361
R12602		1.11.1.28
R04250		
R09115	K14044	4.2.3.33
R11805		1.14.13.238
R09402	K14975	1.14.11.32
R10046	K01240	3.2.2.3
R07536	K09844	4.2.1.131
R09306	K05556	1.1.1.-
R07148		1.1.1.122
R07763	K00059,K11533	1.1.1.100,2.3.1.-
R05236		1.2.1.61
R12802		3.7.1.28
R04418	K00151,K10219	1.1.1.312,1.2.1.60
R08498		
R08412		
R02295	K03783,K03784	2.4.2.1
R05327		2.4.1.212
R01264		1.5.3.2
R08777	K11694	2.3.2.17
R05696		1.1.3.39
R03607		2.7.1.103
R06576	K13066	2.1.1.68
R09292	K14447	5.4.99.63
R00490	K01744	4.3.1.1
R00984	K12643	2.1.1.111
R06276	K07553	2.4.1.274
R12225		1.14.14.159
R01395	K00926,K01954,K01955,K01956,K11540,K11541	2.7.2.2,6.3.5.5
R02564		3.10.1.2
R05223	K02233	2.7.8.26
R05469	K12675	1.14.11.21
R02590	K00968	2.7.7.15
R06651		
R11253	K20441	
R04266	K12454	5.1.3.10
R12782		6.2.1.73
R01137	K00940,K18533	2.7.4.6
R01463	K00489	1.14.14.23
R12232		1.14.14.165
R03934		2.1.1.108
R00149	K01948	6.3.4.16
R11213		4.1.2.58
R01381	K12447	2.7.7.44,2.7.7.64
R08757		
R11550		
R07658	K10011	1.1.1.305
R10571		
R01217		1.5.7.1
R08108	K05549,K05550,K05784	1.14.12.10
R10462		2.7.7.86
R02241	K00655,K13509,K13513,K13517,K13519,K13523,K14674,K19007,K22831	2.3.1.51
R08835		
R08923	K15093	1.14.14.143
R11578	K20940	1.14.13.218
R08168	K11818	1.14.14.45
R03079		
R09374	K14653	3.5.1.102
R04634		3.2.1.18
R12748		3.1.1.117
R12682		1.17.99.9
R11012		1.14.19.32
R00555		2.4.2.31
R12482	K23840	2.4.1.135
R12836		
R05440	K14748,K14749,K14750	1.14.12.-
R02611	K00055	1.1.1.90
R10744		
R10966	K21338	2.5.1.121
R01616	K01904	6.2.1.12
R02472	K00077,K24263	1.1.1.169
R12715		1.14.19.78
R04043		3.1.1.71
R09407	K07409	1.14.14.1
R01788	K01084	3.1.3.9
R12066	K06864	4.4.1.37
R06847	K05887,K25901	1.1.1.24,1.1.1.282
R05934	K00747,K13499,K13500	2.4.1.175
R02438		
R02840	K00070	1.1.1.145,5.3.3.1
R05735	K10854,K10855,K10856	6.4.1.6
R01005	K00729	2.4.1.117
R01453		1.14.13.-
R00683		
R05097	K05282	1.14.11.12
R04424	K01720	4.2.1.79
R07370		1.14.14.81
R07324	K01858	5.5.1.4
R12389	K23525	2.4.1.368
R04361		2.3.1.-
R09659		1.3.99.26
R07382		2.3.1.-
R09975		4.2.3.122
R11303	K20598	
R08178	K01068,K17360	3.1.2.2
R00217	K01003	1.1.1.38,1.1.1.40,4.1.1.112
R08314		3.3.2.-
R07222	K18360,K18361,K18362,K18363	1.17.5.1
R00677	K03334	1.4.3.2
R08278		
R10595	K16440	2.4.1.311
R12740		2.4.1.378
R07933	K10226	1.14.19.3
R01910		1.1.99.9
R10518		1.6.3.2
R03318		2.7.7.28
R08012		
R07309		3.8.1.11
R02334	K01183,K13381,K20547	3.2.1.14
R10068	K04035	1.14.13.81
R01833		1.14.99.12
R05373		4.1.1.9
R01033	K08686,K20808,K20809	1.14.12.13
R02413	K00014,K05887,K13830,K13832	1.1.1.25,1.1.1.282
R11422	K21263	2.4.1.-
R08423		
R10524		2.1.1.44
R00648	K03334	1.4.3.2
R01730	K00211	1.3.1.13
R10686	K18278	
R03024	K01101	3.1.3.1,3.1.3.2,3.1.3.41
R00313		
R02081	K00054	1.1.1.88
R00684	K14265	2.6.1.27
R02955		2.8.3.11
R02938		3.5.1.50
R12293	K17547	2.7.1.183
R09233	K14578,K14579,K14580,K14581	1.14.12.24
R10899		4.2.3.151
R11211	K21205	1.14.14.131
R02991	K01055,K14727	3.1.1.24
R03794		1.14.16.6
R11813		1.14.19.52
R02742	K03423	1.8.1.13
R05118	K05973	3.1.1.75
R00542		3.6.1.20
R05701	K12355	1.2.1.68
R05241	K08690	1.3.1.56
R00835	K00036	1.1.1.49,1.1.1.363
R02832	K08081	1.1.1.206
R06620	K00117	1.1.5.2
R06642	K12420	1.1.1.-
R09290	K13676	2.4.2.42
R08625	K21360	1.1.1.-
R07245	K09065	2.1.3.9
R12771		1.13.11.92
R02603	K05714	3.7.1.14
R00125	K01525	3.6.1.41
R03417	K06130,K14621,K14676	3.1.1.5
R07409	K00499	1.14.15.7
R01022	K17755	1.1.3.17
R11307	K01179,K19357	3.2.1.4
R09544		1.1.1.301
R11700	K21936	2.1.1.342
R09880		3.6.1.61
R07726		
R10234		2.3.1.212
R06951	K14594	5.3.99.9
R05926	K00733	2.4.1.133
R03906		3.2.1.128
R12178	K22998	1.14.99.62
R11714		2.4.1.86
R11775		6.1.3.1
R08869	K12909	2.7.8.23
R06618	K12919	
R12754	K22015,K25123,K25124	1.17.98.-
R04077		2.1.1.89
R01859	K01964,K01965,K01966,K11263,K15036,K15037,K15052,K18472,K18603,K18604,K18605,K19312,K22568	6.4.1.3
R09226		3.1.1.-
R05907	K00710	2.4.1.41
R12737		2.3.1.302
R06039	K00716,K03663,K07632,K07633,K07634	2.4.1.65,2.4.1.152,2.4.1.-
R11901	K22353,K22354,K22355,K22356,K22357,K22358,K22359,K22360,K22361,K22362	1.14.13.69
R03920	K00844,K00847	2.7.1.1,2.7.1.4
R00153		1.18.6.1
R04192		2.3.1.108
R01313		3.1.1.4
R01425		3.5.1.40
R08279		
R07312		4.1.1.83
R06558	K02231	2.7.1.156
R11064	K13037	6.3.2.49
R03208	K00431	1.11.1.8
R02534	K00545	2.1.1.6
R04105		1.1.1.279
R04017	K01019	2.8.2.11
R03521		
R09749		1.5.1.40
R11692	K23157,K23158	2.1.1.352
R01149		2.3.2.14
R11792	K22314	3.4.19.16
R08031		
R08517	K00512	1.14.14.32
R08474		
R12677		1.17.99.10
R03427	K01107,K15422	3.1.3.57
R00574		4.6.1.6
R09499	K17229,K17230	1.8.2.3
R02134	K07251	2.7.1.89
R07481	K00559	2.1.1.41
R08416		
R08690		
R05292	K05783	1.3.1.67
R09286	K14469,K15018	6.2.1.36
R07883	K12936	2.3.1.153
R04152	K03430,K09469	2.6.1.37
R00048	K07518	3.1.1.22
R12339		2.4.1.361
R08164	K11820	2.4.1.195
R05088		
R08921	K13071	1.14.15.17
R13106	K22572	1.1.1.437
R05332	K04042	2.3.1.157
R10621		3.5.1.114
R03157	K18594	6.2.1.-
R05280		1.14.12.-
R01013	K00649	2.3.1.42
R08339	K17689	1.14.14.-
R10039	K01188,K05349,K05350	3.2.1.21
R02417		1.14.13.43
R12899	K03429	2.4.1.315
R01100		3.2.1.23,3.2.1.108
R05348	K00055	1.1.1.90
R00539		3.6.1.7
R00140	K19797	2.7.4.12
R12906	K25626	2.6.1.-
R09049		
R02688		3.1.1.3
R12221		5.4.2.13
R03783	K00512	1.14.14.19
R09240		1.7.1.-
R05742		1.14.99.35
R09615		4.2.3.63
R03478	K00915	2.7.1.140
R13150	K26482	
R02384		2.1.1.27
R09884	K05898	1.3.99.4
R00655		5.1.1.2
R06673		
R09904	K20679	5.3.2.3
R08189		3.1.2.-
R12430		2.3.1.-
R12410	K23672	6.3.2.-
R07626		3.2.2.19
R05425	K14578,K14579,K14580,K14581	1.14.12.12
R12968		6.2.1.75
R07889	K10527	4.2.1.17,4.2.1.74
R06364	K00993,K13644	2.7.8.1
R04975		
R08145		
R13130		1.21.98.5
R00405	K01902,K01903	6.2.1.5
R11367	K21182	6.2.1.-
R02200		2.6.1.32
R04000	K01039,K01040	2.8.3.12
R07274	K01738,K10150	2.5.1.47,2.5.1.65
R09534		3.2.1.168
R08233	K00857	2.7.1.21
R02137	K01250,K10213,K12700	3.2.2.8
R00906		1.5.1.26
R01342		1.4.99.6
R10320	K17651	1.14.14.117
R11048	K19826	1.5.3.5
R05746		1.20.1.1
R09275	K15060,K24244,K24245	
R12944		2.4.1.386
R13076	K26183	
R10658	K18827	2.1.1.294
R09814	K15907	1.14.15.32
R06256		
R03698	K14976	1.14.11.31
R08583	K13309	4.3.1.30
R02136		2.7.1.122
R03688	K18334	4.2.1.68
R03150		2.7.11.18
R10787	K13873,K19660	1.1.1.376
R12041	K13668	2.4.1.346
R07524	K09846	2.1.1.210
R07302	K02225,K02227	6.3.1.10
R07721	K13264	2.3.1.115
R07456	K06215,K08681	4.3.3.6
R08274	K17689	1.14.14.-
R06826	K13080	2.4.1.236
R00346	K20370	4.1.1.38
R06191	K00709	2.4.1.40
R12287	K23156	2.3.1.279
R04715		2.1.1.128
R00348	K13566	3.5.1.3
R06048		2.4.1.220
R03565		2.4.1.105
R12805		6.2.1.61
R00856	K00980	2.7.7.39
R01801	K00995	2.7.8.5
R06062		2.4.1.188
R12462		1.14.99.66
R02886	K01225,K19668	3.2.1.91
R00277	K00275,K23998	1.4.3.5
R11196		
R08674	K12154,K12155	1.14.14.42
R01982	K01184,K01213	3.2.1.15,3.2.1.67
R06471	K15815,K20658,K21928	5.4.99.40
R06944		6.2.1.-
R00235	K01895,K01913	6.2.1.1
R11594		1.14.11.56
R02554		1.14.13.16
R12813	K19005	
R05583		1.1.-.-
R11108	K03921	1.14.19.11
R05321		
R01904	K03331,K25879	1.1.1.10
R07694		
R10538	K20499	3.13.1.5
R07925		
R06386		1.14.13.105
R08086	K17832	1.2.1.86
R11982		1.14.14.69
R06590	K00615	2.2.1.1
R12541		1.14.16.2
R00624		1.1.1.1
R07728		
R03437	K13510,K13512,K13519	2.3.1.67
R09588	K15739	6.1.2.1
R11283	K20583	3.5.1.-
R05877	K22326	1.14.14.104
R03445		2.6.1.7,2.6.1.63
R03915	K05360	1.8.4.2
R04001	K01702,K01703,K01704,K21359	4.2.1.33
R08330		
R01968	K01081,K02566,K03787,K06952,K07023,K08693,K08722,K11751,K19970	3.1.3.5,3.1.3.89
R10727		
R11393	K16431,K21185	1.14.19.-
R06656	K15930	
R08617	K13546	4.2.3.124
R08252		
R08203	K13600	1.14.13.122
R00944	K01433	3.5.1.10
R11434	K21215	2.1.1.-
