pathway_id	pathway_name	pathway_reactions	pathway_kos	pathway_compounds
map04976	Bile secretion		K00021,K00489,K00659,K00699,K01253,K01538,K01539,K01540,K03460,K04345,K04588,K04632,K04943,K05031,K05043,K05263,K05658,K05659,K05664,K05666,K05667,K05673,K05681,K05683,K05684,K05742,K07299,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K08198,K08204,K08205,K08524,K08537,K08563,K08748,K09864,K09866,K09869,K09877,K11822,K12040,K12473,K13575,K13855,K13857,K13885,K14158,K14341,K14342,K14349,K14360,K14361,K17689,K18245	C00001,C00011,C00024,C00026,C00031,C00051,C00080,C00114,C00187,C00238,C00288,C00315,C00318,C00366,C00486,C00504,C00575,C00584,C00639,C00695,C00698,C00735,C00750,C00780,C00805,C00865,C00942,C01330,C01353,C01405,C01443,C01576,C01829,C01844,C01921,C01937,C01996,C02165,C02166,C02380,C02465,C02528,C02530,C02538,C02918,C03033,C03642,C03758,C03990,C04483,C04555,C05122,C05371,C05465,C05466,C05503,C05551,C05963,C06526,C06570,C06688,C06804,C06810,C06880,C06890,C06956,C06999,C07014,C07051,C07065,C07151,C07184,C07185,C07201,C07207,C07210,C07240,C07394,C07512,C07649,C07660,C07966,C08357,C08439,C09955,C11158,C11231,C11245,C11277,C11310,C11363,C11587,C11754,C12560,C16114,C16578,C16643
map07053	Anti-HIV agents			C20266
map03050	Proteasome		K02725,K02726,K02727,K02728,K02729,K02730,K02731,K02732,K02733,K02734,K02735,K02736,K02737,K02738,K02739,K02740,K02741,K03028,K03029,K03030,K03031,K03032,K03033,K03035,K03036,K03037,K03038,K03039,K03061,K03062,K03063,K03064,K03065,K03066,K03420,K03432,K03433,K04687,K06691,K06693,K06696,K06697,K06698,K06699,K06700,K10881,K11598,K11599,K13527	
map05223	Non-small cell lung cancer		K00922,K01116,K01522,K02089,K02091,K02158,K02159,K02649,K02677,K02833,K03099,K03511,K04357,K04361,K04364,K04365,K04366,K04368,K04369,K04371,K04399,K04402,K04411,K04451,K04456,K04503,K04692,K05083,K05099,K05119,K05126,K05460,K05859,K06276,K06618,K06620,K06621,K06625,K07827,K07828,K08015,K08524,K08525,K08526,K08528,K08774,K08845,K09389,K09408,K09850,K10140,K10396,K11218,K11223,K11224,K14021,K15420,K17454,K19662,K19663	C00076,C00165,C00777,C01245,C05981,C15493
map00983	Drug metabolism - other enzymes	R08220,R08220,R08221,R08221,R08222,R08222,R08225,R08225,R08226,R08226,R08227,R08227,R08228,R08228,R08229,R08229,R08230,R08230,R08231,R08231,R08232,R08232,R08233,R08233,R08234,R08234,R08235,R08235,R08236,R08236,R08237,R08237,R08238,R08238,R08239,R08239,R08240,R08240,R08241,R08241,R08242,R08242,R08243,R08243,R08244,R08244,R08245,R08245,R08246,R08246,R08248,R08248,R08249,R08249,R08250,R08250,R08251,R08251,R08252,R08252,R08253,R08253,R08254,R08254,R08255,R08255,R08256,R08256,R08257,R08257,R08258,R08258,R08259,R08259,R08260,R08260,R11890,R11890,R11891,R11891,R11892,R11892,R11893,R11893,R11894,R11894,R11895,R11895,R11896,R11896,R11902,R11902,R11903,R11903,R11904,R11904,R11905,R11905,R11906,R11906,R11907,R11907,R11909,R11909	K00088,K00106,K00207,K00569,K00622,K00699,K00757,K00758,K00760,K00799,K00857,K00876,K00940,K01044,K01195,K01431,K01464,K01489,K01519,K01520,K01951,K03782,K03927,K07415,K10789,K10807,K10808,K13421,K13800,K17683,K17689,K23790	C00003,C00006,C02320,C02380,C04242,C04646,C05361,C06108,C06837,C07054,C07446,C07447,C07585,C07648,C07649,C11173,C11376,C11736,C12650,C12673,C12739,C13252,C16542,C16543,C16613,C16614,C16615,C16616,C16617,C16618,C16619,C16620,C16621,C16622,C16623,C16624,C16625,C16630,C16631,C16632,C16633,C16634,C16635,C16641,C21748,C21749,C21750,C21751,C21754,C21758,C21759,C21760
map04014	Ras signaling pathway		K00922,K01047,K01115,K01116,K02158,K02183,K02580,K02582,K02583,K02649,K02677,K02678,K02833,K03099,K03176,K04163,K04345,K04347,K04349,K04350,K04352,K04353,K04355,K04356,K04357,K04358,K04359,K04360,K04361,K04362,K04363,K04364,K04366,K04368,K04369,K04371,K04375,K04389,K04392,K04393,K04409,K04410,K04411,K04440,K04456,K04467,K04513,K04526,K04527,K04536,K04537,K04538,K04539,K04540,K04541,K04542,K04543,K04544,K04545,K04546,K04547,K04548,K04549,K04570,K04735,K05087,K05089,K05090,K05091,K05092,K05093,K05094,K05095,K05096,K05097,K05098,K05099,K05103,K05121,K05208,K05209,K05210,K05410,K05448,K05449,K05450,K05451,K05453,K05454,K05459,K05460,K05461,K05462,K05465,K05466,K05467,K05702,K05731,K05733,K05734,K05735,K05736,K05859,K05860,K06279,K06619,K07209,K07210,K07293,K07360,K07362,K07825,K07826,K07827,K07828,K07829,K07830,K07831,K07834,K07835,K07836,K07860,K07861,K07887,K07888,K07889,K07941,K08015,K08019,K08052,K08053,K08091,K08732,K08773,K08774,K08887,K09254,K09593,K09850,K10632,K10784,K10785,K12326,K12358,K12361,K12362,K12363,K12380,K12457,K13618,K13769,K14958,K16342,K16343,K16817,K16858,K16859,K17386,K17447,K17448,K17449,K17630,K17631,K17632,K17633,K17634,K17635,K17636,K17637,K17638,K18496,K18497,K18529,K19613,K19662,K19663,K21932,K22428,K22429,K22603,K25768,K25769	C00035,C00044,C00076,C00165,C00575,C01245,C05981
map01061	Biosynthesis of phenylpropanoids			C00022,C00024,C00026,C00036,C00042,C00074,C00078,C00079,C00085,C00091,C00108,C00118,C00122,C00149,C00156,C00158,C00196,C00197,C00223,C00230,C00236,C00251,C00254,C00267,C00279,C00311,C00323,C00354,C00406,C00411,C00415,C00417,C00482,C00493,C00504,C00509,C00568,C00590,C00631,C00633,C00668,C00755,C00758,C00805,C00811,C00814,C00841,C00858,C00885,C00974,C01158,C01197,C01424,C01451,C01477,C01494,C01527,C01557,C01617,C01752,C02162,C02325,C02637,C02646,C02666,C03582,C04576,C05366,C05608,C05610,C05619,C05821,C05903,C05905,C05906,C06202,C06561,C06562,C06563,C07593,C08650,C09060,C09263,C09276,C09305,C09315,C09727,C09762,C09980,C10205,C10208,C10503,C10516,C10556,C10557,C10682,C10874,C10886,C12125,C12203,C12204,C12305,C18080,C18083,C18167,C19707
map05226	Gastric cancer		K00182,K00312,K00408,K00444,K00445,K00572,K00714,K00922,K01064,K01357,K01384,K01558,K02085,K02105,K02157,K02159,K02161,K02206,K02235,K02329,K02353,K02354,K02375,K02376,K02432,K02620,K02649,K02833,K02842,K03068,K03069,K03083,K03096,K03099,K03209,K03511,K04357,K04358,K04361,K04364,K04365,K04366,K04368,K04369,K04371,K04377,K04385,K04388,K04402,K04451,K04456,K04490,K04491,K04492,K04500,K04501,K04503,K04674,K04685,K04688,K05083,K05093,K05099,K05460,K05658,K05689,K05691,K06279,K06618,K06620,K06624,K06625,K06626,K06811,K07203,K07827,K07828,K08524,K08525,K08526,K08528,K08734,K08845,K08957,K09389,K09593,K10056,K10140,K10955,K11126,K11988,K13375,K13376,K13377,K14021,K17447,K17448,K17449,K17454,K18496,K18497,K22183,K22234,K22244,K22428,K22429,K22603,K23605	C00039,C00777,C05981,C15493
map04912	GnRH signaling pathway		K01115,K01398,K02183,K02677,K02833,K03099,K04280,K04345,K04361,K04364,K04366,K04368,K04369,K04371,K04374,K04375,K04393,K04416,K04420,K04421,K04428,K04430,K04431,K04432,K04433,K04440,K04441,K04448,K04464,K04515,K04632,K04634,K04635,K04850,K04851,K04853,K04857,K04958,K04959,K04960,K05250,K05252,K05704,K05858,K05871,K06068,K07763,K07827,K07828,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K08521,K08522,K08523,K09203,K16342,K19662	C00076,C00165,C00219,C00416,C00575,C01245
map04612	Antigen processing and presentation		K01363,K01365,K01368,K01369,K03156,K03283,K04079,K04687,K05653,K05654,K05870,K06454,K06458,K06459,K06505,K06516,K06541,K06696,K06697,K06698,K06751,K06752,K07980,K07981,K07982,K08054,K08055,K08056,K08057,K08058,K08059,K08060,K08061,K08062,K08063,K08064,K08065,K08066,K09489,K09490,K10784,K10785,K24231,K24232,K24233,K24234,K26598	
map04928	Parathyroid hormone synthesis, secretion and action		K01115,K02161,K02677,K03068,K03626,K04345,K04346,K04361,K04362,K04365,K04366,K04368,K04371,K04374,K04379,K04439,K04449,K04450,K04454,K04513,K04585,K04612,K04630,K04632,K04634,K04635,K04639,K04684,K04958,K04959,K04960,K04974,K05261,K05473,K05858,K05870,K06625,K07436,K07438,K07763,K07994,K07995,K07996,K07997,K08002,K08003,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K08523,K08524,K08525,K08526,K08539,K08558,K08835,K08845,K08867,K09036,K09047,K09048,K09049,K09203,K09260,K09262,K09278,K12330,K12331,K13293,K13302,K13365,K14426,K14683,K14756,K16529,K16834,K17895,K19662,K19663,K21598,K22428,K22608,K22609	C00009,C00020,C00076,C00165,C00575,C00698,C01245,C01330,C01561,C01673,C18231
map05171	Coronavirus disease - COVID-19		K00922,K01116,K01283,K01313,K01330,K01331,K01332,K01334,K01335,K01370,K01388,K01394,K02580,K02581,K02649,K02677,K02865,K02866,K02868,K02870,K02872,K02873,K02875,K02877,K02880,K02882,K02883,K02885,K02889,K02891,K02893,K02894,K02896,K02898,K02900,K02901,K02903,K02905,K02908,K02910,K02912,K02915,K02917,K02918,K02920,K02921,K02922,K02923,K02924,K02925,K02927,K02928,K02929,K02930,K02932,K02934,K02936,K02937,K02938,K02940,K02941,K02942,K02943,K02947,K02949,K02951,K02953,K02955,K02957,K02958,K02960,K02962,K02964,K02966,K02969,K02971,K02973,K02974,K02975,K02976,K02977,K02978,K02979,K02980,K02981,K02983,K02984,K02985,K02987,K02989,K02991,K02993,K02995,K02997,K02998,K03156,K03158,K03174,K03175,K03900,K03903,K03904,K03905,K03906,K03917,K03986,K03987,K03988,K03989,K03990,K03991,K03992,K03993,K03994,K03995,K03996,K03997,K03998,K03999,K04000,K04009,K04010,K04166,K04303,K04361,K04371,K04379,K04404,K04427,K04440,K04441,K04448,K04467,K04519,K04692,K04693,K04729,K04730,K04733,K04734,K04735,K05055,K05060,K05130,K05131,K05401,K05404,K05405,K05406,K05410,K05411,K05414,K05415,K05423,K05425,K05427,K05429,K05855,K05859,K06059,K06472,K06496,K06724,K06856,K07209,K07210,K07211,K08523,K09633,K09708,K10030,K10159,K10160,K10170,K11217,K11219,K11220,K11221,K12159,K12646,K12647,K12648,K12654,K12671,K12800,K12968,K14216,K14624,K14754,K16195,K17834,K19662,K19663,K21421,K24106,K24150,K24151,K24152,K24579,K24580,K24581,K24582,K24583,K24584,K25011,K25012,K25013,K25014,K25015,K25016,K25017,K25018,K25019,K25020,K25021,K25022,K25023,K25024,K25025	C00027,C00046,C00165,C00290,C00533,C00704,C00873,C02135,C15850,C20640
map00920	Sulfur metabolism	R00029,R00029,R00295,R00295,R00507,R00507,R00508,R00508,R00509,R00509,R00528,R00528,R00529,R00529,R00530,R00530,R00531,R00531,R00533,R00533,R00586,R00586,R00649,R00649,R00858,R00858,R00859,R00859,R00861,R00861,R00897,R00897,R01283,R01283,R01288,R01288,R01777,R01777,R01851,R01851,R01930,R01930,R01931,R01931,R02021,R02021,R02574,R02574,R03533,R03533,R05320,R05320,R05717,R05717,R07177,R07177,R07210,R07210,R07365,R07365,R08553,R08553,R08678,R08678,R09498,R09498,R09499,R09499,R09500,R09500,R09501,R09501,R09513,R09513,R09786,R09786,R09997,R09997,R10146,R10146,R10149,R10149,R10150,R10150,R10151,R10151,R10152,R10152,R10203,R10203,R10206,R10206,R10333,R10333,R10390,R10390,R10419,R10419,R10438,R10438,R10820,R10820,R10936,R10936,R11130,R11130,R11487,R11487,R11546,R11546,R11929,R11929,R12666,R12666,R13227,R13227,R13400,R13400,R13446,R13446,R13447,R13447,R13448,R13448,R13449,R13449,R13450,R13450,R13451,R13451,R13452,R13452,R13453,R13453,R13454,R13454,R13455,R13455	K00184,K00185,K00299,K00380,K00381,K00385,K00386,K00387,K00390,K00392,K00394,K00395,K00640,K00641,K00651,K00860,K00955,K00956,K00957,K00958,K00988,K01011,K01082,K01738,K01739,K02045,K02046,K02047,K02048,K02439,K03119,K04091,K05301,K05907,K05908,K06881,K07306,K07307,K07308,K08352,K08353,K08354,K08357,K08358,K08359,K10150,K10764,K10831,K11180,K11181,K13034,K13811,K15422,K15551,K15552,K15553,K15554,K15555,K15759,K15762,K15765,K16936,K16937,K16950,K16951,K16952,K16953,K16954,K16955,K16964,K16965,K16966,K16967,K16968,K16969,K17069,K17217,K17218,K17219,K17220,K17221,K17222,K17223,K17224,K17225,K17226,K17227,K17228,K17229,K17230,K17285,K17486,K17725,K17993,K17994,K17995,K17996,K18367,K19713,K20034,K20035,K20036,K21307,K21308,K21309,K21310,K22470,K22622,K22966,K23163,K23304,K24666,K27187,K27188,K27189,K27190,K27191,K27196,K27925,K28064,K28065,K28066,K28067,K28068,K28069,K28070,K28071,K28072,K28073	C00033,C00042,C00053,C00054,C00059,C00065,C00073,C00084,C00087,C00094,C00097,C00155,C00224,C00245,C00263,C00283,C00320,C00409,C00511,C00580,C00894,C00979,C01013,C01118,C01180,C01861,C02084,C03172,C03920,C04022,C08276,C11142,C11143,C11145,C15521,C17267,C19692,C20870,C20955,C22315,C22316,C22834,C23001,C23002
map00240	Pyrimidine metabolism	R00139,R00139,R00140,R00140,R00155,R00155,R00156,R00156,R00158,R00158,R00159,R00159,R00510,R00510,R00511,R00511,R00512,R00512,R00513,R00513,R00514,R00514,R00515,R00515,R00517,R00517,R00569,R00569,R00570,R00570,R00571,R00571,R00573,R00573,R00574,R00574,R00575,R00575,R00662,R00662,R00905,R00905,R00963,R00963,R00964,R00964,R00965,R00965,R00966,R00966,R00968,R00968,R00969,R00969,R00974,R00974,R00976,R00976,R00977,R00977,R00978,R00978,R01055,R01055,R01080,R01080,R01397,R01397,R01411,R01411,R01413,R01413,R01415,R01415,R01567,R01567,R01569,R01569,R01570,R01570,R01663,R01663,R01664,R01664,R01665,R01665,R01666,R01666,R01668,R01668,R01669,R01669,R01867,R01867,R01868,R01868,R01869,R01869,R01870,R01870,R01876,R01876,R01877,R01877,R01878,R01878,R01993,R01993,R02018,R02018,R02022,R02022,R02023,R02023,R02024,R02024,R02092,R02092,R02093,R02093,R02094,R02094,R02095,R02095,R02098,R02098,R02099,R02099,R02100,R02100,R02101,R02101,R02102,R02102,R02137,R02137,R02139,R02139,R02269,R02269,R02296,R02296,R02325,R02325,R02326,R02326,R02330,R02330,R02331,R02331,R02370,R02370,R02484,R02484,R02485,R02485,R03055,R03055,R03315,R03315,R03538,R03538,R03929,R03929,R04666,R04666,R06613,R06613,R07307,R07307,R07629,R07629,R09289,R09289,R09936,R09936,R09947,R09947,R09980,R09980,R09981,R09981,R09982,R09982,R09983,R09983,R10777,R10777,R10778,R10778,R10837,R10837,R10838,R10838,R11026,R11026,R11323,R11323,R11635,R11635,R11636,R11636,R12955,R12955,R12956,R12956,R12998,R12998	K00207,K00226,K00254,K00524,K00525,K00526,K00527,K00560,K00608,K00609,K00610,K00756,K00757,K00758,K00761,K00762,K00857,K00876,K00893,K00940,K00943,K00945,K01081,K01119,K01240,K01250,K01431,K01464,K01465,K01485,K01489,K01493,K01494,K01510,K01511,K01513,K01518,K01520,K01591,K01937,K01954,K01955,K01956,K02566,K02823,K02825,K03365,K03465,K03787,K04765,K05961,K06016,K06287,K06952,K06966,K07023,K07043,K08320,K08693,K08722,K08723,K09018,K09019,K09020,K09021,K09023,K09024,K09769,K09887,K09903,K09913,K10213,K10807,K10808,K11540,K11541,K11751,K12304,K12305,K12700,K13421,K13799,K13800,K13809,K13998,K14641,K14642,K15519,K16066,K16328,K16329,K16330,K16904,K17722,K17723,K17828,K18533,K18931,K19794,K19795,K19796,K19797,K19970,K21057,K21636,K22026,K24242,K24670,K25434,K25435,K25589,K26955,K27603,K27604	C00015,C00039,C00046,C00055,C00063,C00064,C00075,C00086,C00099,C00105,C00106,C00112,C00119,C00169,C00178,C00214,C00222,C00239,C00295,C00299,C00337,C00363,C00364,C00365,C00380,C00383,C00429,C00438,C00458,C00459,C00460,C00475,C00526,C00672,C00705,C00813,C00881,C00941,C01013,C01103,C01168,C01205,C01346,C01368,C01563,C02067,C02170,C02354,C02355,C02376,C02642,C03997,C05281,C05822,C06198,C11038,C11039,C15607,C20231,C20249,C20253,C20254,C20846,C21028,C21029,C22509
map00232	Caffeine metabolism	R07917,R07917,R07918,R07918,R07919,R07919,R07920,R07920,R07921,R07921,R07922,R07922,R07939,R07939,R07940,R07940,R07941,R07941,R07942,R07942,R07943,R07943,R07945,R07945,R07954,R07954,R07955,R07955,R07956,R07956,R07957,R07957,R07958,R07958,R07959,R07959,R07960,R07960,R07961,R07961,R07962,R07962,R07963,R07963,R07964,R07964,R07965,R07965,R07966,R07966,R07967,R07967,R07968,R07968,R07969,R07969,R07970,R07970,R07971,R07971,R07972,R07972,R07973,R07973,R07974,R07974,R07975,R07975,R07976,R07976,R07977,R07977,R07978,R07978,R07979,R07979,R07980,R07980,R07981,R07981,R07982,R07982,R11153,R11153	K00106,K00365,K00492,K00622,K07409,K12729,K12730,K12731,K16838,K17683,K21673,K21674,K21675,K21722,K21723,K21724	C00048,C00385,C01762,C07130,C07480,C07481,C13747,C16352,C16353,C16355,C16356,C16357,C16358,C16359,C16360,C16361,C16362,C16363,C16364,C16365,C16366,C21144
map00543	Exopolysaccharide biosynthesis		K00640,K02851,K02852,K03208,K03606,K03818,K03819,K11936,K11937,K12582,K13656,K13657,K13658,K13659,K13660,K13663,K13664,K13665,K13683,K13684,K16555,K16556,K16557,K16558,K16560,K16562,K16563,K16564,K16566,K16568,K16700,K16701,K16702,K16703,K16707,K16710,K19290,K19291,K19293,K19294,K19295,K19296,K20921,K20922,K20997,K20999,K21001,K21002,K21154,K21461,K25205,K25875,K25886,K25887,K25888,K25889,K25890,K25891,K25892,K25902,K25903,K25904,K25905,K25906,K25907,K25908,K25909,K25910,K25911,K25912,K25913,K25957,K25958	
map04730	Long-term depression		K02677,K02833,K03456,K04344,K04346,K04365,K04366,K04368,K04369,K04371,K04382,K04534,K04535,K04578,K04603,K04630,K04632,K04634,K04635,K04639,K04958,K04959,K04960,K04961,K05087,K05197,K05198,K05199,K05207,K05256,K05459,K05854,K05858,K07376,K07827,K07828,K08067,K08845,K12318,K12319,K13240,K16342,K19477,K19662,K19663	C00025,C00076,C00165,C00219,C00533,C00641,C00942,C01245,C01330
map00514	Other types of O-glycan biosynthesis	R03380,R03380,R04491,R04491,R05907,R05907,R05908,R05908,R07620,R07620,R09290,R09290,R09295,R09295,R09296,R09296,R09297,R09297,R09298,R09298,R09299,R09299,R09300,R09300,R09301,R09301,R09302,R09302,R09303,R09303,R09304,R09304,R09315,R09315,R09316,R09316,R12482,R12482,R12637,R12637	K00710,K00728,K00731,K00778,K00779,K00781,K03691,K05538,K05948,K07966,K07967,K07968,K09653,K09667,K10967,K10968,K10969,K10970,K10971,K11703,K13646,K13667,K13675,K13676,K18134,K20781,K20782,K20783,K20784,K23800,K23840	
map07035	Prostaglandins			C00427,C15450
map07029	Antipsychotics - phenothiazines			
map07048	Antimigraines			
map04148	Efferocytosis		K00411,K00460,K00461,K01052,K01370,K01476,K01581,K02187,K03443,K03908,K03986,K03987,K03988,K04192,K04259,K04261,K04269,K04272,K04288,K04298,K04368,K04369,K04371,K04392,K04397,K04438,K04441,K04443,K04446,K04447,K04459,K04504,K04515,K04550,K04596,K04718,K05079,K05115,K05116,K05117,K05437,K05443,K05464,K05508,K05641,K05697,K05725,K05726,K05853,K05870,K06059,K06129,K06259,K06266,K06469,K06471,K06487,K06493,K06535,K06551,K06588,K06704,K06749,K06834,K07293,K07299,K07881,K07887,K07888,K07889,K07897,K07898,K07909,K08057,K08179,K08268,K08426,K08524,K08530,K08535,K08536,K08765,K09097,K09355,K10048,K10223,K11411,K11987,K12366,K13302,K13375,K13708,K14802,K16343,K16857,K17253,K17332,K17333,K17334,K17398,K19013,K19020,K19480,K19498,K19499,K19500,K19501,K19503,K19523,K19524,K19722,K20177,K20178,K20179,K20180,K20181,K20182,K20183,K20184,K20413,K20414,K23285,K23678,K24068,K24318,K26811,K26813,K26814,K26934,K26935,K26936	C00002,C00003,C00019,C00031,C00062,C00073,C00075,C00077,C00134,C00162,C00186,C00187,C00584,C02530,C02737,C04230,C06124,C06314,C15519,C15610,C18178
map05014	Amyotrophic lateral sclerosis		K00234,K00235,K00236,K00237,K00411,K00412,K00413,K00414,K00415,K00416,K00417,K00418,K00419,K00420,K00432,K00914,K01370,K02084,K02125,K02126,K02127,K02128,K02131,K02132,K02133,K02134,K02135,K02136,K02137,K02138,K02158,K02159,K02161,K02187,K02256,K02261,K02262,K02263,K02264,K02265,K02266,K02267,K02268,K02270,K02271,K02272,K02273,K02308,K02725,K02726,K02727,K02728,K02729,K02730,K02731,K02732,K02734,K02735,K02736,K02737,K02738,K02739,K03028,K03029,K03030,K03031,K03032,K03033,K03035,K03036,K03037,K03038,K03039,K03061,K03062,K03063,K03064,K03065,K03066,K03156,K03158,K03173,K03237,K03781,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03937,K03938,K03939,K03940,K03941,K03942,K03943,K03944,K03945,K03946,K03947,K03948,K03949,K03950,K03951,K03952,K03953,K03954,K03955,K03956,K03957,K03958,K03959,K03960,K03961,K03962,K03963,K03964,K03965,K03966,K03967,K03968,K04348,K04374,K04392,K04399,K04426,K04432,K04433,K04441,K04451,K04452,K04523,K04556,K04565,K04569,K04570,K04572,K04573,K04574,K04575,K04647,K04648,K04726,K04741,K04960,K05085,K05141,K05197,K05198,K05208,K05209,K05210,K05211,K05212,K05410,K05455,K05456,K05457,K05458,K05613,K05688,K05692,K05759,K05862,K06268,K06691,K06693,K07203,K07374,K07375,K07607,K07874,K07887,K07901,K07925,K08269,K08331,K08333,K08334,K08738,K08852,K08860,K09027,K09054,K09291,K09490,K10396,K10407,K10408,K10409,K10410,K10411,K10412,K10424,K10425,K10426,K10427,K10428,K10435,K10706,K10707,K10881,K11143,K11351,K11352,K11353,K11407,K11518,K11519,K12172,K12192,K12650,K12741,K12881,K12882,K12892,K12896,K13098,K13158,K13213,K13240,K13241,K13525,K14004,K14284,K14285,K14295,K14296,K14297,K14298,K14299,K14300,K14301,K14302,K14303,K14304,K14305,K14306,K14307,K14308,K14309,K14310,K14311,K14312,K14313,K14314,K14315,K14316,K14317,K14318,K14381,K16575,K16576,K16631,K17095,K17589,K17889,K17906,K17908,K17985,K18723,K19026,K19730,K19946,K20719,K20858,K21246,K21357,K22759,K22913,K23600,K23609,K23610,K23611,K23625	C00001,C00008,C00025,C00027,C00039,C00046,C00062,C00070,C00076,C00533,C00704,C04549,C16844,C16845
map00254	Aflatoxin biosynthesis	R00742,R00742,R03111,R03111,R03112,R03112,R09756,R09756,R10224,R10224,R10239,R10239,R10307,R10307,R10309,R10309,R10310,R10310,R10311,R10311,R10317,R10317,R10318,R10318,R10319,R10319,R10320,R10320,R10398,R10398,R10399,R10399,R10400,R10400,R10401,R10401,R10402,R10402,R10403,R10403,R10475,R10475,R10476,R10476,R10477,R10477,R10478,R10478,R10479,R10479,R10480,R10480,R10481,R10481,R10482,R10482,R10483,R10483	K01946,K11262,K15316,K17643,K17644,K17645,K17646,K17647,K17648,K17649,K17650,K17651,K17652,K24438,K24439,K24440,K24855,K24856,K24857,K24858	C00024,C00083,C00961,C03683,C03686,C03944,C06800,C16753,C16754,C16755,C20444,C20445,C20452,C20453,C20499,C20500,C20501,C20502,C20503,C20504,C20505,C20506,C20507,C20508,C20574,C20575,C20583
